trial,alpha,stoptime,gflag_idx,alg
49,0.05000000000000001,1615,103,bonf
49,0.05000000000000001,1475,104,innerprod
49,0.05000000000000001,1477,103,avg
49,0.06000000000000001,637,12,unif
49,0.06000000000000001,93,79,max
49,0.06000000000000001,1613,103,bonf
49,0.06000000000000001,1472,104,innerprod
49,0.06000000000000001,1475,103,avg
49,0.07,500,12,unif
49,0.07,77,66,max
49,0.07,1613,103,bonf
49,0.07,1469,104,innerprod
49,0.07,1474,12,avg
49,0.08,742,12,unif
49,0.08,77,66,max
49,0.08,1613,103,bonf
49,0.08,1220,104,innerprod
49,0.08,1474,12,avg
49,0.09000000000000001,932,12,unif
49,0.09000000000000001,77,66,max
49,0.09000000000000001,1603,103,bonf
49,0.09000000000000001,1215,104,innerprod
49,0.09000000000000001,922,12,avg
49,0.1,212,51,unif
49,0.1,77,66,max
49,0.1,1597,103,bonf
49,0.1,1212,104,innerprod
49,0.1,922,12,avg
